Item Group ID	Product ID	GTIN	Manufacturer Part Number	Product Name	Product Description	Category	Product Type	Product URL	Image URL	Additional Image URL	Brand	MSRP Price	Sale Price	Stock Status	Condition	Color	Gender	Size	Material	Pattern	Age Group	Shipping Cost	Shipping Weight
	1388291			abcDNA Varuna Sea Pillow	Made from sea-colored silk organza, each are hand-embroidered with lurex stitching in a beautiful, bubbling pattern, inspired by the movement and flow of underwater imagery. Named for the Hindu god of water, Varuna bedding creates a space of quiet reflection; a place of calm sleep waves and the meditative sounds of the celestial ocean. An exclusive abcDNA collection, all are made by hand from GOTS certified materials and non-toxic dyes.	decor|pillows|decorative	decor|pillows|decorative	https://www.abchome.com/shop/index.php/abcdna-varuna-sea-pillow-1388291	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1388291_a.jpg		abcdna	125	0	in stock	new	blue		14x14					3
	1312008			Eskayel Madagascar Pillow	Abstract expressionism brought to life in desaturated colors, the Madagascar pillow repeats fluid designs in soft hues. Hand-painted patterns and digital printing create works of functional art. Kaleidoscope watercolors evoke gently rippling seas, waning sunsets, and the cosmos. Designed in Brooklyn by Shanan Campanaro.	decor|pillows|decorative	decor|pillows|decorative	https://www.abchome.com/shop/index.php/eskayel-madagascar-pillow-1312008	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1312008-eskayel-madagascar-pillow-a_3.jpg		eskayel	150		in stock	new	green		18x18	linen				2
	1378239			abcDNA Lineage Vintage Serape Square Pouf	Exclusively at ABC, the Lineage pouf turns the captivating colors and patterns of traditional textiles into modern works of art. This one-of-a-kind piece is crafted by hand from vintage Mexican serapes and stretched atop an iron frame - capturing the colors and cultures of a lineage not lost, but found. Each one-of-a-kind item will feature unique variations - no two pieces are alike.	furniture|sofas & seating|ottomans	furniture|sofas & seating|ottomans	https://www.abchome.com/shop/index.php/abcdna-lineage-vintage-serape-square-pouf-1378239	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1378239-abcdna-lineage-vintage-serape-square-pouf-a.jpg		lineage	495		in stock	new	multi						0	
	1378254			abcDNA Lineage Vintage Serape Square Pouf	Exclusively at ABC, the Lineage pouf turns the captivating colors and patterns of traditional textiles into modern works of art. This one-of-a-kind piece is crafted by hand from vintage Mexican serapes and stretched atop an iron frame - capturing the colors and cultures of a lineage not lost, but found. Each one-of-a-kind item will feature unique variations - no two pieces are alike.	furniture|sofas & seating|ottomans	furniture|sofas & seating|ottomans	https://www.abchome.com/shop/index.php/abcdna-lineage-vintage-serape-square-pouf-1378254	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1378254-abcdna-lineage-vintage-serape-square-pouf-a.jpg		lineage	595		in stock	new	multi						0	
	1378252			abcDNA Lineage Vintage Serape Square Pouf	Exclusively at ABC, the Lineage pouf turns the captivating colors and patterns of traditional textiles into modern works of art. This one-of-a-kind piece is crafted by hand from vintage Mexican serapes and stretched atop an iron frame - capturing the colors and cultures of a lineage not lost, but found. Each one-of-a-kind item will feature unique variations - no two pieces are alike.	furniture|sofas & seating|ottomans	furniture|sofas & seating|ottomans	https://www.abchome.com/shop/index.php/abcdna-lineage-vintage-serape-square-pouf-1378252	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1378252-abcdna-lineage-vintage-serape-square-pouf-a.jpg		lineage	495		in stock	new	multi						0	
	1348944			abcDNA Lineage Vintage Serape Square Pouf	Exclusively at ABC, the Lineage pouf turns the captivating colors and patterns of traditional textiles into modern works of art. This one-of-a-kind piece is crafted by hand from vintage Mexican serapes and stretched atop an iron frame - capturing the colors and cultures of a lineage not lost, but found. Each one-of-a-kind item will feature unique variations - no two pieces are alike.	furniture|sofas & seating|ottomans	furniture|sofas & seating|ottomans	https://www.abchome.com/shop/index.php/abcdna-lineage-vintage-serape-square-pouf-1348944	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1348944-a1.jpg		lineage	495		in stock	new	multi						0	
	1365899			Color Reform Spectrum Overdyed Rug - 8'x10'1"	Floral motifs in glowing scarlet melt into the red ground of this one-of-a-kind wool rug, intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-8-x10-1-1365899	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1365899-color-reform-spectrum-wool-rug-8x101-a.jpg		color reform spectrum	4,800.00		in stock	new	red		8x10	wool				40
	1358999			Color Reform Spectrum Overdyed Rug - 4'8"x6'10"	Floral motifs in redwood against a lavender ground adorn this one-of-a-kind wool rug, intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-4-8-x6-10-1358999	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1358999-color-reform-spectrum-wool-rug-48x610-a.jpg		color reform spectrum	1,900.00		in stock	new	purple		5x7	wool				17.5
	1358843			Color Reform Spectrum Overdyed Rug - 8'x9'7"	Floral motifs in ochre adorn a rose ground in this one-of-a-kind wool rug, intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	brands|color reform spectrum	brands|color reform spectrum	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-8-x9-7-1358843	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1358843-color-reform-spectrum-wool-rug-8x97-a.jpg		color reform spectrum	4,600.00	0	in stock	new	pink		8x10	wool				32
	1357980			Color Reform Spectrum Overdyed Rug - 6'4"x8'8"	Traditional motifs in sienna adorn the black ground of this one-of-a-kind wool rug, intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	brands|color reform spectrum	brands|color reform spectrum	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-6-4-x8-8-1357980	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1357980-color-reform-spectrum-wool-rug-64x88-a.jpg		color reform spectrum	3,300.00	0	in stock	new	black		6x9	wool				27
	1347334			abcDNA Luminous Crimson Velvet Pillow - 10x28	Rich velvet is carefully stitched together in the Luminous pillow, a homage to traditional tailoring in shimmering tones. Intricately crafted by hand by local artisans in Vietnam, this one-of-a-kind piece embodies a reinvention of indigenous craft.	decor|pillows|decorative	decor|pillows|decorative	https://www.abchome.com/shop/index.php/abcdna-luminous-crimson-velvet-pillow-10x28-1347334	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1347334-abcdna-luminous-oxblood-velvet-pillow-10x28-a.jpg		abcdna	145	0	in stock	new	other		10x28	velvet				1.3
	1355111			Color Reform Spectrum Overdyed Rug - 6'2"x9'	Graphic motifs in fern and sepia glow with an iridescent sheen in this one-of-a-kind wool rug, intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	brands|color reform spectrum	brands|color reform spectrum	https://www.abchome.com/shop/index.php/color-reform-spectrum-overdyed-rug-6-2-x-9-1355111	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1355111_a1.jpg		color reform spectrum	3,900.00	0	in stock	new	green		6x9	wool				35
	1335605			Color Reform Spectrum Overdyed Rug - 4'10"x6'9"	This one-of-a-kind wool rug in teal and celeste is intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	brands|color reform spectrum	brands|color reform spectrum	https://www.abchome.com/shop/index.php/color-reform-spectrum-overdyed-rug-4-10-x-6-9-1335605	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1335605-color-reform-spectrum-overdyed-rug-410-x-69-a.jpg		color reform spectrum	2,000.00	0	in stock	new	blue		6x9	wool				17
	1334935			Color Reform Spectrum Overdyed Rug - 8'10"x12'0	This one-of-a-kind wool rug in citrine and saffron is intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-overdyed-rug-8-10-x-12-0-1334935	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1334935-color-reform-spectrum-overdyed-rug-810-x-120-a.jpg		color reform spectrum	6,400.00		in stock	new	green		9x12	wool				54
	1333639			Color Reform Spectrum Overdyed Rug - 8'x10'3"	This one-of-a-kind wool rug in Byzantium and orchid tonalities is intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-overdyed-rug-8-x-10-3-1333639	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1333639-color-reform-spectrum-overdyed-rug-8-x-103-a.jpg		color reform spectrum	4,900.00		in stock	new	purple		8x10	wool				40
	1325722			Color Reform Spectrum Overdyed Rug - 7'9"x9'6"	This one-of-a-kind wool rug in burnt orange and amethyst is intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	brands|color reform spectrum	brands|color reform spectrum	https://www.abchome.com/shop/index.php/color-reform-spectrum-overdyed-rug-7-9-x-9-6-1325722	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1325722-color-reform-spectrum-overdyed-rug-79-x-96-a.jpg		color reform spectrum	4,400.00	0	in stock	new	multi		8x10	wool				40
	1303640			Color Reform Spectrum Overdyed Rug - 11'11"x14'9"	This one-of-a-kind wool rug in plum and rose is intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	brands|color reform spectrum	brands|color reform spectrum	https://www.abchome.com/shop/index.php/color-reform-spectrum-overdyed-rug-11-11-x-14-9-1303640	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1303640-color-reform-spectrum-overdyed-rug-1111-x-149-a.jpg		color reform spectrum	10,500.00	0	in stock	new	purple		10x14+	wool				75
	1361147			Color Reform Overdyed Rug - 6'6"x11'11"	This one-of-a-kind vintage rug in sepia and tan is intricately handwoven in Turkey using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art. Inconsistencies are the nature of this product and make each piece unique.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/1361147	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1361147-color-reform-vintage-wool-rug-66-x-1111-a.jpg		color reform	5,400.00	0	in stock	new	brown		8x10	wool				35
	1264014			abcDNA Indigo Blu Hemp Ethnic Stacker	Flirtatious ruffles in deep indigo flank the handwoven motif of this pillow, inspired by traditional garments from the Northern Highlands of Vietnam. The production of each pillow relies on indigenous methods of wax resist and indigo dye baths, creating employment opportunities and economic sustainability for the Tay people.	bed & bath|decorative pillows|embellished	bed & bath|decorative pillows|embellished	https://www.abchome.com/shop/index.php/abcdna-indigo-blu-hemp-ethnic-stacker-1264014	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/2/1264014-in-di-go-blu-ethnic-stacker-pillow--a_3.jpg			125	0	in stock	new				hemp				2.9
	1257868			Nu Vibrant Silk & Wool Rug - 9'x12'	Handmade in Nepal from silk and wool, this one-of-a-kind rug features waves of cerise and magenta. The unique striated surface is dyed in rich tonalities, a unified composition that exudes warmth. Electrified with vibrant color, the bold motifs and textural variations of Nu Vibrant reinvents pattern.	carpet & rugs|contemporary	carpet & rugs|contemporary	https://www.abchome.com/shop/index.php/1257868			nu vibrant	9,999.00	0	in stock	new	pink		9x12	wool/silk				54
	1243256			Umbra Silk & Wool Rug - 6'x9'	An inky gray frame drains in color as it ripples towards the neutral center of this Umbra rug. Handwoven in Nepal from a meticulously crafted silk and wool blend, this one-of-a-kind piece captures the elusive aesthetic of shadows through shades of black, gray, and white. A homage to the art of abstraction, the Umbra collection illuminates exotic form through light and shadow.	carpet & rugs|contemporary	carpet & rugs|contemporary	https://www.abchome.com/shop/index.php/umbra-contemporary-silk-wool-rug-1243256			umbra	4,300.00		in stock	new	gray		6x9	silk/wool				27
	1264565			Umbra Silk & Wool Rug - 4'x6'	An inky gray frame drains in color as it ripples towards the neutral center of this Umbra rug. Handwoven in Nepal from a meticulously crafted silk and wool blend, this one-of-a-kind piece captures the elusive aesthetic of shadows through shades of black, gray, and white. A homage to the art of abstraction, the Umbra collection illuminates exotic form through light and shadow.	carpet & rugs|contemporary	carpet & rugs|contemporary	https://www.abchome.com/shop/index.php/umbra-contemporary-silk-wool-rug-1264565			umbra	1,900.00		in stock	new	gray		4x6	silk/wool				12
	1233961			Rio Silk Rug - 10'x14'	Recycled silk is given new life in this handwoven Indian rug, overdyed in invigorating magenta hues and touched by jewel toned striations for a subtle, two-tone effect. Inspired by the vibrant colors of the Carnival of Brazil, the Rio Collection celebrates the power of exotic hues to transform and to inspire.	carpet & rugs|contemporary	carpet & rugs|contemporary	https://www.abchome.com/shop/index.php/1233961			rio	2,999.00		in stock	new	pink		10x14+	recycled silk				70
	1308053			Color Reform Spectrum Overdyed Rug - 10'x13'1"	Intricately handwoven in Pakistan using centuries-old techniques, this one-of-a-kind wool rug features a richly saturated berry field. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-10-x13-1-1308053	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1308053-color-reform-spectrum-wool-rug-10x131-a.jpg		color reform spectrum	9,200.00		in stock	new	pink		10x14	wool				65.4
	1333349			Color Reform Spectrum Overdyed Rug - 9'11"x14'2"	Intricately handwoven in Pakistan using centuries-old techniques, this one-of-a-kind wool rug features exotic motifs against a mossy green field. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-9-11-x14-2-1333349	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1333349-color-reform-spectrum-wool-rug-911x142-a.jpg		color reform spectrum	9,800.00		in stock	new	green		10x14	wool				70.2
	1333464			Color Reform Spectrum Overdyed Rug - 8'x9'10"	Intricately handwoven in Pakistan using centuries-old techniques, this one-of-a-kind wool rug features a richly saturated berry field. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	brands|color reform spectrum	brands|color reform spectrum	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-8-x9-10-1333464	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1333464-color-reform-spectrum-wool-rug-8x910-a.jpg		color reform spectrum	5,500.00		in stock	new	red		8x10	wool				39.3
	1411003			Color Reform Patchwork Wool Rug - 5'7"x7'10"	A vibrant mosaic of color, texture, and pattern, this one-of-a-kind rug is intricately hand-woven in Turkey using centuries-old techniques. Fragments of vintage rugs are neutralized from their initial color and then overdyed in captivating, chromatic hues. Individually handcrafted and then meticulously pieced together, each one-of-a-kind rug is a brilliant collage of symmetry, color, and pattern.	sale|carpet & rugs	sale|carpet & rugs	https://www.abchome.com/shop/index.php/color-reform-patchwork-wool-rug-5-7-x7-10-1411003	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1411003-color-reform-patchwork-wool-rug-57x710-a.jpg		color reform patchwork	2,200.00	0	in stock	new	multi		5x8	wool				21.9
	1403561			Color Reform Spectrum Overdyed Rug - 8'5"x9'11"	Intricately handwoven in Pakistan using centuries-old techniques, this one-of-a-kind wool rug features a soft, striated azure field. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-8-5-x9-11-1403561	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403561-color-reform-spectrum-wool-rug-85x911-a.jpg		color reform spectrum	5,400.00		in stock	new	blue		8x10	wool				41.7
	1412698			Color Reform Overdyed Rug - 5'1"x8'10"	A colored fringe creates a modern context in this one-of-a-kind vintage Color Reform rug, intricately handwoven in Turkey using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art. Inconsistencies are the nature of this product and make each piece unique.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-wool-rug-5-1-x8-10-1412698	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1412698-color-reform-wool-rug-51x810-a.jpg		color reform	1,700.00		in stock	new	yellow		6x9	wool				22.5
	1412703			Color Reform Overdyed Rug - 5'10"x9'7"	A colored fringe creates a modern context in this one-of-a-kind vintage Color Reform rug, intricately handwoven in Turkey using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art. Inconsistencies are the nature of this product and make each piece unique.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-wool-rug-5-10-x9-7-1412703	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1412703-color-reform-wool-rug-510x97-a.jpg		color reform	2,100.00		in stock	new	yellow		6x9	wool				28
	1412688			Color Reform Overdyed Rug - 5'11"x9'7"	A colored fringe creates a modern context in this one-of-a-kind vintage Color Reform rug, intricately handwoven in Turkey using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art. Inconsistencies are the nature of this product and make each piece unique.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-wool-rug-5-11-x9-7-1412688	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1412688-color-reform-wool-rug-511x97-a.jpg		color reform	2,100.00		in stock	new	pink		6x9	wool				28.4
	1412694			Color Reform Overdyed Rug - 5'7"x8'7"	A colored fringe creates a modern context in this one-of-a-kind vintage Color Reform rug, intricately handwoven in Turkey using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art. Inconsistencies are the nature of this product and make each piece unique.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-wool-rug-5-7-x8-7-1412694	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1412694-color-reform-wool-rug-57x87-a.jpg		color reform	1,800.00		in stock	new	green		6x9	wool				24.7
	1412705			Color Reform Overdyed Rug - 5'8"x9'10"	A colored fringe creates a modern context in this one-of-a-kind vintage Color Reform rug, intricately handwoven in Turkey using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art. Inconsistencies are the nature of this product and make each piece unique.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-wool-rug-5-8-x9-10-1412705	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1412705-color-reform-wool-rug-58x910-a.jpg		color reform	2,100.00		in stock	new	pink		6x9	wool				27.9
	1412702			Color Reform Overdyed Rug - 5'8"x9'3"	A colored fringe creates a modern context in this one-of-a-kind vintage Color Reform rug, intricately handwoven in Turkey using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art. Inconsistencies are the nature of this product and make each piece unique.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-wool-rug-5-8-x9-3-1412702	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1412702-color-reform-wool-rug-58x93-a.jpg		color reform	2,000.00		in stock	new	green		6x9	wool				26.2
	1412699			Color Reform Overdyed Rug - 5'8"x9'8"	A colored fringe creates a modern context in this one-of-a-kind vintage Color Reform rug, intricately handwoven in Turkey using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art. Inconsistencies are the nature of this product and make each piece unique.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-wool-rug-5-8-x9-8-1412699	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1412699-color-reform-wool-rug-58x98-a.jpg		color reform	2,000.00		in stock	new	blue		6x9	wool				27.4
	1303646			Color Reform Spectrum Overdyed Rug - 9'11"x13'9"	Intricately handwoven in Pakistan using centuries-old techniques, this one-of-a-kind wool rug features a dusty rose field with berry accents. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-9-11-x13-9-1303646	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/3/1303646-color-reform-spectrum-wool-rug-911x139-a.jpg		color reform spectrum	8,200.00		in stock	new	pink		10x14	wool				68.2
	1404344			Color Reform Spectrum Overdyed Rug - 8'10"x12'	This one-of-a-kind wool rug in a bright rose pink is intricately handwoven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-8-10-x12-1404344	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1404344-color-reform-spectrum-wool-rug-810x12-a.jpg		color reform spectrum	7,400.00		in stock	new	pink		9x12	wool				53
	1404340			Color Reform Spectrum Overdyed Rug - 8'10"x11'11"	This one-of-a-kind wool rug in a bright emerald hue is intricately hand-woven in Pakistan using centuries-old techniques. Harnessing the natural energy of the sun, each rug is organically neutralized from its original color and then overdyed and washed in remarkable chromatic hues to produce a revolutionary work of art.	carpet & rugs|overdyed	carpet & rugs|overdyed	https://www.abchome.com/shop/index.php/color-reform-spectrum-wool-rug-8-10-x11-11-1404340	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1404340-color-reform-spectrum-wool-rug-810x1111-a.jpg		color reform spectrum	6,300.00		in stock	new	green		9x12	wool				52.6
	1403397			Color Reform Silk Overdyed Runner - 2'7"x8'11"	This one-of-a-kind vintage rug in periwinkle, featuring bold walnut accents, is intricately handwoven in India using centuries-old techniques. Harnessing the natural energy of the sun, each rug in the Color Reform collection is organically neutralized from its original color, then overdyed and washed in remarkable chromatic hues to produce revolutionary works of art.	brands|color reform silk	brands|color reform silk	https://www.abchome.com/shop/index.php/color-reform-silk-wool-runner-2-7-x8-11-1403397	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403397-color-reform-silk-wool-rug-27x811-a.jpg		color reform silk	3,300.00	0	in stock	new	multi		runner	silk/wool				11.5
	1403399			Color Reform Silk Overdyed Rug - 8'x10'	This one-of-a-kind vintage rug in a beautiful dusty rose hue is intricately handwoven in India using centuries-old techniques. A unique oxidation process recreates the timeworn beauty of antique carpets, adhering to the wool foundation while leaving the silk threads untouched – transforming the motifs with an exquisitely tactile and distinctive hi-low effect. Harnessing the natural energy of the sun, each rug in the Color Reform collection is organically neutralized from its original color, then overdyed and washed in remarkable chromatic hues to produce revolutionary works of art.	carpet & rugs|silk	carpet & rugs|silk	https://www.abchome.com/shop/index.php/color-reform-silk-wool-rug-8-x10-1403399	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403399-color-reform-silk-wool-rug-8x10-a.jpg		color reform silk	11,600.00		in stock	new	orange		8x10	silk/wool				40
	1403408			Color Reform Silk Overdyed Rug - 7'9"x9'6"	This one-of-a-kind vintage rug, featuring exotic navy motifs in a slate field, is intricately handwoven in India using centuries-old techniques. Harnessing the natural energy of the sun, each rug in the Color Reform collection is organically neutralized from its original color, then overdyed and washed in remarkable chromatic hues to produce revolutionary works of art.	sale|carpet & rugs	sale|carpet & rugs	https://www.abchome.com/shop/index.php/color-reform-silk-wool-rug-7-9-x9-6-1403408	http://www.abchome.com/shop/media/catalog/product/cache/0/image/265x/9df78eab33525d08d6e5fb8d27136e95/1/4/1403408-color-reform-silk-wool-rug-79x96-a.jpg		color reform silk	10,700.00	0	in stock	new	blue		8x10	silk/wool				36.8
